,indicator,indicator-index,source,year,geography-level,value
636,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,OUDOMXAY,6.2
637,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,BOKEO,4.0
638,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,LUANGPRABANG,8.9
639,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,HUAPHANH,16.4
640,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,XAYABURY,19.1
641,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,XIENGKHUANG,5.0
642,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,VIENTIANE,6.6
643,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,BORIKHAMXAY,5.6
644,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,KHAMMUA,9.8
645,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,SAVANNAKHET,10.4
646,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,SARAVANE,12.5
647,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,SEKONG,8.0
648,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,CHAMPASACK,9.0
649,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,ATTAPEU,15.0
650,Prevalence of wasting among children under 5 years,SUN,LSIS2,2017,XAYSOMBOUNE,5.8
651,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,target-2020,5.0
652,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,target-2025,5.0
653,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,NATIONAL,5.9
654,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,VIENTIANE CAPITAL,7.2
655,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,PHONGSALY,5.1
656,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,LUANGNAMTHA,21.2
657,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,OUDOMXAY,4.6
658,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,BOKEO,4.7
659,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,LUANGPRABANG,3.1
660,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,HUAPHANH,1.9
661,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,XAYABURY,5.5
662,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,XIENGKHUANG,2.0
663,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,VIENTIANE,4.6
664,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,BORIKHAMXAY,6.2
665,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,KHAMMUA,7.1
666,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,SAVANNAKHET,5.0
667,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,SARAVANE,8.6
668,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,SEKONG,7.3
669,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,CHAMPASACK,6.8
670,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,ATTAPEU,10.6
671,Prevalence of wasting among children under 5 years,SUN,LSIS1,2012,XAYSOMBOUNE,
672,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,target-2020,5.0
673,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,target-2025,5.0
674,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,NATIONAL,6.5
675,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,VIENTIANE CAPITAL,
676,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,PHONGSALY,
677,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,LUANGNAMTHA,
678,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,OUDOMXAY,
679,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,BOKEO,
680,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,LUANGPRABANG,
681,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,HUAPHANH,
682,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,XAYABURY,
683,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,XIENGKHUANG,
684,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,VIENTIANE,
685,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,BORIKHAMXAY,
686,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,KHAMMUA,
687,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,SAVANNAKHET,
688,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,SARAVANE,
689,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,SEKONG,
690,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,CHAMPASACK,
691,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,ATTAPEU,
692,Prevalence of wasting among children under 5 years,SUN,MICS3,2006,XAYSOMBOUNE,
693,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,target-2020,5.0
694,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,target-2025,5.0
695,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,NATIONAL,15.0
696,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,VIENTIANE CAPITAL,
697,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,PHONGSALY,
698,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,LUANGNAMTHA,
699,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,OUDOMXAY,
700,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,BOKEO,
701,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,LUANGPRABANG,
702,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,HUAPHANH,
703,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,XAYABURY,
704,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,XIENGKHUANG,
705,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,VIENTIANE,
706,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,BORIKHAMXAY,
707,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,KHAMMUA,
708,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,SAVANNAKHET,
709,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,SARAVANE,
710,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,SEKONG,
711,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,CHAMPASACK,
712,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,ATTAPEU,
713,Prevalence of wasting among children under 5 years,SUN,MICS2,2000,XAYSOMBOUNE,
714,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,target-2020,
715,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,target-2025,
716,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,NATIONAL,39.8
717,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,VIENTIANE CAPITAL,40.9
718,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,PHONGSALY,42.1
719,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,LUANGNAMTHA,37.1
720,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,OUDOMXAY,25.4
721,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,BOKEO,37.6
722,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,LUANGPRABANG,27.6
723,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,HUAPHANH,25.0
724,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,XAYABURY,18.4
725,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,XIENGKHUANG,33.3
726,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,VIENTIANE,36.2
727,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,BORIKHAMXAY,51.9
728,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,KHAMMUA,61.9
729,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,SAVANNAKHET,48.2
730,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,SARAVANE,50.2
731,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,SEKONG,25.5
732,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,CHAMPASACK,46.5
733,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,ATTAPEU,49.1
734,Prevalence of anemia among pregnant women (hemoglobin <110 g/L),SUN,LSIS2,2017,XAYSOMBOUNE,35.0
735,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,target-2020,
736,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,target-2025,
737,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,NATIONAL,9.5
738,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,VIENTIANE CAPITAL,15.0
739,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,PHONGSALY,10.0
740,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,LUANGNAMTHA,12.5
741,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,OUDOMXAY,7.5
742,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,BOKEO,12.5
743,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,LUANGPRABANG,12.5
744,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,HUAPHANH,5.0
745,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,XAYABURY,10.0
746,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,XIENGKHUANG,2.5
747,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,VIENTIANE,10.0
748,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,BORIKHAMXAY,
749,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,KHAMMUA,10.0
750,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,SAVANNAKHET,5.0
751,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,SARAVANE,7.5
752,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,SEKONG,7.5
753,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,CHAMPASACK,17.5
754,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,ATTAPEU,22.5
755,Prevalence of overweight among WIRA (BMI 25 to <30),SUN,NNS,2018,XAYSOMBOUNE,5.0
756,Household practicting opened defecation,SDG,LSIS2,2017,target-2020,
757,Household practicting opened defecation,SDG,LSIS2,2017,target-2025,
758,Household practicting opened defecation,SDG,LSIS2,2017,NATIONAL,23.9
759,Household practicting opened defecation,SDG,LSIS2,2017,VIENTIANE CAPITAL,0.7
760,Household practicting opened defecation,SDG,LSIS2,2017,PHONGSALY,47.2
761,Household practicting opened defecation,SDG,LSIS2,2017,LUANGNAMTHA,18.3
762,Household practicting opened defecation,SDG,LSIS2,2017,OUDOMXAY,17.0
763,Household practicting opened defecation,SDG,LSIS2,2017,BOKEO,18.9
764,Household practicting opened defecation,SDG,LSIS2,2017,LUANGPRABANG,22.0
765,Household practicting opened defecation,SDG,LSIS2,2017,HUAPHANH,22.8
766,Household practicting opened defecation,SDG,LSIS2,2017,XAYABURY,6.2
767,Household practicting opened defecation,SDG,LSIS2,2017,XIENGKHUANG,12.2
768,Household practicting opened defecation,SDG,LSIS2,2017,VIENTIANE,11.2
769,Household practicting opened defecation,SDG,LSIS2,2017,BORIKHAMXAY,3.9
770,Household practicting opened defecation,SDG,LSIS2,2017,KHAMMUA,29.2
771,Household practicting opened defecation,SDG,LSIS2,2017,SAVANNAKHET,44.0
772,Household practicting opened defecation,SDG,LSIS2,2017,SARAVANE,64.6
773,Household practicting opened defecation,SDG,LSIS2,2017,SEKONG,30.5
774,Household practicting opened defecation,SDG,LSIS2,2017,CHAMPASACK,27.5
775,Household practicting opened defecation,SDG,LSIS2,2017,ATTAPEU,34.9
776,Household practicting opened defecation,SDG,LSIS2,2017,XAYSOMBOUNE,15.1
777,Household practicting opened defecation,SDG,LSIS1,2012,target-2020,
778,Household practicting opened defecation,SDG,LSIS1,2012,target-2025,
779,Household practicting opened defecation,SDG,LSIS1,2012,NATIONAL,37.9
780,Household practicting opened defecation,SDG,LSIS1,2012,VIENTIANE CAPITAL,1.4
781,Household practicting opened defecation,SDG,LSIS1,2012,PHONGSALY,61.8
782,Household practicting opened defecation,SDG,LSIS1,2012,LUANGNAMTHA,32.6
783,Household practicting opened defecation,SDG,LSIS1,2012,OUDOMXAY,46.9
784,Household practicting opened defecation,SDG,LSIS1,2012,BOKEO,30.5
785,Household practicting opened defecation,SDG,LSIS1,2012,LUANGPRABANG,39.3
786,Household practicting opened defecation,SDG,LSIS1,2012,HUAPHANH,28.7
787,Household practicting opened defecation,SDG,LSIS1,2012,XAYABURY,6.8
788,Household practicting opened defecation,SDG,LSIS1,2012,XIENGKHUANG,33.3
789,Household practicting opened defecation,SDG,LSIS1,2012,VIENTIANE,10.1
790,Household practicting opened defecation,SDG,LSIS1,2012,BORIKHAMXAY,15.6
791,Household practicting opened defecation,SDG,LSIS1,2012,KHAMMUA,57.0
792,Household practicting opened defecation,SDG,LSIS1,2012,SAVANNAKHET,56.5
793,Household practicting opened defecation,SDG,LSIS1,2012,SARAVANE,77.5
794,Household practicting opened defecation,SDG,LSIS1,2012,SEKONG,52.1
795,Household practicting opened defecation,SDG,LSIS1,2012,CHAMPASACK,55.8
796,Household practicting opened defecation,SDG,LSIS1,2012,ATTAPEU,57.6
797,Household practicting opened defecation,SDG,LSIS1,2012,XAYSOMBOUNE,
798,Household practicting opened defecation,SDG,MICS3,2006,target-2020,
799,Household practicting opened defecation,SDG,MICS3,2006,target-2025,
800,Household practicting opened defecation,SDG,MICS3,2006,NATIONAL,50.1
801,Household practicting opened defecation,SDG,MICS3,2006,VIENTIANE CAPITAL,
802,Household practicting opened defecation,SDG,MICS3,2006,PHONGSALY,
803,Household practicting opened defecation,SDG,MICS3,2006,LUANGNAMTHA,
804,Household practicting opened defecation,SDG,MICS3,2006,OUDOMXAY,
805,Household practicting opened defecation,SDG,MICS3,2006,BOKEO,
806,Household practicting opened defecation,SDG,MICS3,2006,LUANGPRABANG,
807,Household practicting opened defecation,SDG,MICS3,2006,HUAPHANH,
808,Household practicting opened defecation,SDG,MICS3,2006,XAYABURY,
809,Household practicting opened defecation,SDG,MICS3,2006,XIENGKHUANG,
810,Household practicting opened defecation,SDG,MICS3,2006,VIENTIANE,
811,Household practicting opened defecation,SDG,MICS3,2006,BORIKHAMXAY,
812,Household practicting opened defecation,SDG,MICS3,2006,KHAMMUA,
813,Household practicting opened defecation,SDG,MICS3,2006,SAVANNAKHET,
814,Household practicting opened defecation,SDG,MICS3,2006,SARAVANE,
815,Household practicting opened defecation,SDG,MICS3,2006,SEKONG,
816,Household practicting opened defecation,SDG,MICS3,2006,CHAMPASACK,
817,Household practicting opened defecation,SDG,MICS3,2006,ATTAPEU,
818,Household practicting opened defecation,SDG,MICS3,2006,XAYSOMBOUNE,
819,Household practicting opened defecation,SDG,MICS2,2000,target-2020,
820,Household practicting opened defecation,SDG,MICS2,2000,target-2025,
821,Household practicting opened defecation,SDG,MICS2,2000,NATIONAL,64.8
822,Household practicting opened defecation,SDG,MICS2,2000,VIENTIANE CAPITAL,
823,Household practicting opened defecation,SDG,MICS2,2000,PHONGSALY,
824,Household practicting opened defecation,SDG,MICS2,2000,LUANGNAMTHA,
825,Household practicting opened defecation,SDG,MICS2,2000,OUDOMXAY,
826,Household practicting opened defecation,SDG,MICS2,2000,BOKEO,
827,Household practicting opened defecation,SDG,MICS2,2000,LUANGPRABANG,
828,Household practicting opened defecation,SDG,MICS2,2000,HUAPHANH,
829,Household practicting opened defecation,SDG,MICS2,2000,XAYABURY,
830,Household practicting opened defecation,SDG,MICS2,2000,XIENGKHUANG,
831,Household practicting opened defecation,SDG,MICS2,2000,VIENTIANE,
832,Household practicting opened defecation,SDG,MICS2,2000,BORIKHAMXAY,
833,Household practicting opened defecation,SDG,MICS2,2000,KHAMMUA,
834,Household practicting opened defecation,SDG,MICS2,2000,SAVANNAKHET,
835,Household practicting opened defecation,SDG,MICS2,2000,SARAVANE,
836,Household practicting opened defecation,SDG,MICS2,2000,SEKONG,
837,Household practicting opened defecation,SDG,MICS2,2000,CHAMPASACK,
838,Household practicting opened defecation,SDG,MICS2,2000,ATTAPEU,
839,Household practicting opened defecation,SDG,MICS2,2000,XAYSOMBOUNE,
840,Household practicting opened defecation,SDG,MICS1,1997,target-2020,
841,Household practicting opened defecation,SDG,MICS1,1997,target-2025,
842,Household practicting opened defecation,SDG,MICS1,1997,NATIONAL,73.4
843,Household practicting opened defecation,SDG,MICS1,1997,VIENTIANE CAPITAL,
844,Household practicting opened defecation,SDG,MICS1,1997,PHONGSALY,
845,Household practicting opened defecation,SDG,MICS1,1997,LUANGNAMTHA,
846,Household practicting opened defecation,SDG,MICS1,1997,OUDOMXAY,
847,Household practicting opened defecation,SDG,MICS1,1997,BOKEO,
848,Household practicting opened defecation,SDG,MICS1,1997,LUANGPRABANG,
849,Household practicting opened defecation,SDG,MICS1,1997,HUAPHANH,
850,Household practicting opened defecation,SDG,MICS1,1997,XAYABURY,
851,Household practicting opened defecation,SDG,MICS1,1997,XIENGKHUANG,
852,Household practicting opened defecation,SDG,MICS1,1997,VIENTIANE,
853,Household practicting opened defecation,SDG,MICS1,1997,BORIKHAMXAY,
854,Household practicting opened defecation,SDG,MICS1,1997,KHAMMUA,
855,Household practicting opened defecation,SDG,MICS1,1997,SAVANNAKHET,
856,Household practicting opened defecation,SDG,MICS1,1997,SARAVANE,
857,Household practicting opened defecation,SDG,MICS1,1997,SEKONG,
858,Household practicting opened defecation,SDG,MICS1,1997,CHAMPASACK,
859,Household practicting opened defecation,SDG,MICS1,1997,ATTAPEU,
860,Household practicting opened defecation,SDG,MICS1,1997,XAYSOMBOUNE,
861,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,target-2020,
862,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,target-2025,
863,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,NATIONAL,32.4
864,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,VIENTIANE CAPITAL,30.0
865,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,PHONGSALY,10.0
866,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,LUANGNAMTHA,47.5
867,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,OUDOMXAY,52.5
868,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,BOKEO,12.5
869,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,LUANGPRABANG,27.5
870,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,HUAPHANH,15.0
871,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,XAYABURY,30.0
872,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,XIENGKHUANG,22.5
873,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,VIENTIANE,27.5
874,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,BORIKHAMXAY,90.0
875,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,KHAMMUA,60.0
876,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,SAVANNAKHET,
877,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,SARAVANE,12.5
878,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,SEKONG,37.5
879,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,CHAMPASACK,30.0
880,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,ATTAPEU,15.0
881,% WRA who consume foods from 5 or more food groups (minimum dietary diversity),NPAN,NNS,2018,XAYSOMBOUNE,62.5
882,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,target-2020,
883,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,target-2025,
884,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,NATIONAL,27.2
885,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,VIENTIANE CAPITAL,10.3
886,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,PHONGSALY,32.6
887,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,LUANGNAMTHA,30.0
888,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,OUDOMXAY,44.1
889,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,BOKEO,31.4
890,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,LUANGPRABANG,43.7
891,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,HUAPHANH,14.0
892,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,XAYABURY,20.3
893,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,XIENGKHUANG,25.6
894,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,VIENTIANE,10.0
895,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,BORIKHAMXAY,8.1
896,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,KHAMMUA,41.2
897,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,SAVANNAKHET,44.6
898,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,SARAVANE,34.5
899,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,SEKONG,39.9
900,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,CHAMPASACK,18.3
901,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,ATTAPEU,44.2
902,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS2,2017,XAYSOMBOUNE,20.7
903,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,target-2020,
904,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,target-2025,
905,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,NATIONAL,40.0
906,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,VIENTIANE CAPITAL,15.6
907,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,PHONGSALY,45.1
908,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,LUANGNAMTHA,52.2
909,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,OUDOMXAY,51.1
910,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,BOKEO,54.0
911,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,LUANGPRABANG,47.7
912,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,HUAPHANH,35.4
913,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,XAYABURY,13.1
914,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,XIENGKHUANG,28.9
915,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,VIENTIANE,32.2
916,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,BORIKHAMXAY,21.7
917,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,KHAMMUA,54.9
918,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,SAVANNAKHET,45.2
919,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,SARAVANE,69.1
920,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,SEKONG,58.2
921,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,CHAMPASACK,27.0
922,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,ATTAPEU,61.1
923,% children 20-23 months who are breastfed (continued breastfeeding until 2 years of age),NPAN,LSIS1,2012,XAYSOMBOUNE,
924,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,target-2020,
925,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,target-2025,
926,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,NATIONAL,9.7
927,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,VIENTIANE CAPITAL,7.1
928,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,PHONGSALY,7.7
929,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,LUANGNAMTHA,4.0
930,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,OUDOMXAY,10.5
931,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,BOKEO,7.3
932,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,LUANGPRABANG,8.4
933,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,HUAPHANH,14.2
934,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,XAYABURY,11.2
935,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,XIENGKHUANG,6.0
936,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,VIENTIANE,9.1
937,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,BORIKHAMXAY,8.8
938,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,KHAMMUA,11.9
939,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,SAVANNAKHET,12.4
940,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,SARAVANE,11.7
941,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,SEKONG,15.2
942,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,CHAMPASACK,9.7
943,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,ATTAPEU,16.2
944,Prevalence of low birthweight (<2.5kg),SUN,LSIS2,2017,XAYSOMBOUNE,8.4
